varmegye_kod,varmegye,oevk,telepules_kod,telepules,tevk,szavazokor,szavazokor_cim,iranyitoszam,pir,kijelolt,akadalymentes,szavazokor_id,oevk_id
07,FEJÉR,04,012,Besnyő,,001,Fő utca 35. (Hivatal),2456,2456,N,I,07-012-001,07-04
07,FEJÉR,04,012,Besnyő,,002,Iskola köz 1. (Faluház),2456,2456,N,I,07-012-002,07-04
07,FEJÉR,03,013,Bicske,01,001,Árpád u.13. (Szivárvány Óvoda),2060,2060,N,I,07-013-001,07-03
07,FEJÉR,03,013,Bicske,02,002,Bihari utca 9. (Tanoda),2060,2060,N,I,07-013-002,07-03
07,FEJÉR,03,013,Bicske,03,003,Prohászka O.u.3. (Csokonai Ált. Iskola épülete),2060,2060,N,I,07-013-003,07-03
07,FEJÉR,03,013,Bicske,04,004,Kossuth tér 20. (Petőfi Művelődési Központ),2060,2060,N,I,07-013-004,07-03
07,FEJÉR,03,013,Bicske,05,005,Kisfaludy u. 29. (Nagy Károly Városi Könyvtár),2060,2060,N,I,07-013-005,07-03
07,FEJÉR,03,013,Bicske,06,006,Szent István út 124. (Gondozási Központ),2060,2060,N,I,07-013-006,07-03
07,FEJÉR,03,013,Bicske,07,007,Apponyi Albert utca 2/A (Kakas Óvoda),2060,2060,N,I,07-013-007,07-03
07,FEJÉR,03,013,Bicske,08,008,Apponyi Albert utca 2/A (Kakas Óvoda),2060,2060,I,I,07-013-008,07-03
07,FEJÉR,02,014,Bodajk,,001,Bányász ltp. 15. (Zengő Óvoda),8053,8053,N,I,07-014-001,07-02
07,FEJÉR,02,014,Bodajk,,002,Szent István tér 2. (Boldog Gizella Óvoda),8053,8053,N,N,07-014-002,07-02
07,FEJÉR,02,014,Bodajk,,003,Petőfi S. u. 39. (Művelődési Ház),8053,8053,N,I,07-014-003,07-02
07,FEJÉR,02,014,Bodajk,,004,Petőfi S. u. 66. (Zarándokház),8053,8053,N,I,07-014-004,07-02
07,FEJÉR,03,015,Bodmér,,001,Vasvári Pál utca 58. (Faluháza),8080,8080,N,I,07-015-001,07-03
07,FEJÉR,05,016,Cece,,001,Deák Ferenc utca 44. (Általános iskola),7013,7013,N,I,07-016-001,07-05
07,FEJÉR,05,016,Cece,,002,Szabadság tér 18. (Művelődési Ház),7013,7013,N,I,07-016-002,07-05
07,FEJÉR,05,016,Cece,,003,Árpád u. 3. (Általános Iskola),7013,7013,N,I,07-016-003,07-05
07,FEJÉR,03,017,Csabdi,,001,Szabadság u. 33. (Kultúrház),2064,2064,N,I,07-017-001,07-03
07,FEJÉR,03,017,Csabdi,,002,Kossuth u. 1. (Vasztélypusztai Kultúrház),2064,2064,N,N,07-017-002,07-03
07,FEJÉR,02,018,Csákberény,,001,Merán park 7. (Művelődési ház),8073,8073,N,I,07-018-001,07-02
07,FEJÉR,03,019,Csákvár,,001,Ady Endre u. 2. (Óvoda),8083,8083,N,I,07-019-001,07-03
07,FEJÉR,03,019,Csákvár,,002,Szabadság tér 13. (Óvoda),8083,8083,N,I,07-019-002,07-03
07,FEJÉR,03,019,Csákvár,,003,Szabadság tér 9/A (Floriana Könyvtár),8083,8083,N,I,07-019-003,07-03
07,FEJÉR,03,019,Csákvár,,004,Szent István u. 3. (Általános Iskola - régi),8083,8083,N,I,07-019-004,07-03
07,FEJÉR,03,019,Csákvár,,005,Szent István u. 3. (Általános iskola régi),8083,8083,N,I,07-019-005,07-03
07,FEJÉR,02,020,Csókakő,,001,Kossuth L. u. 41. (Művelődési ház),8074,8074,N,I,07-020-001,07-02
07,FEJÉR,02,021,Csór,,001,Ady Endre utca 35. (Művelődési Ház),8041,8041,N,I,07-021-001,07-02
07,FEJÉR,02,021,Csór,,002,Ady Endre utca 35. (Müvelődési Ház),8041,8041,N,N,07-021-002,07-02
07,FEJÉR,05,022,Csősz,,001,Kossuth L. u. 11. (II. Rákóczi F. Ált. Iskola),8122,8122,N,I,07-022-001,07-05
07,FEJÉR,05,023,Dég,,001,Köztársaság utca 33. (Ált. Isk.),8135,8135,N,N,07-023-001,07-05
07,FEJÉR,05,023,Dég,,002,Köztársaság utca 33. (Közösségi terem),8135,8135,N,I,07-023-002,07-05
07,FEJÉR,04,024,Dunaújváros,01,001,Garibaldi u. 1. (Waldorf Óvoda),2400,2400,N,N,07-024-001,07-04
07,FEJÉR,04,024,Dunaújváros,01,002,Kodály Z. u. 7. (Móricz Zs. Ált. Isk.),2400,2400,N,N,07-024-002,07-04
07,FEJÉR,04,024,Dunaújváros,01,003,Bartók tér 1. (Bartók Kamaraszínház),2400,2400,N,I,07-024-003,07-04
07,FEJÉR,04,024,Dunaújváros,02,004,Dózsa Gy. u. 15/A. (Széchenyi I. Gimn.),2400,2400,N,N,07-024-004,07-04
07,FEJÉR,04,024,Dunaújváros,02,005,"Városháza tér 2. (Polg. Hiv. ""C"" épület)",2400,2400,N,I,07-024-005,07-04
07,FEJÉR,04,024,Dunaújváros,02,006,"Városháza tér 2. (Polg. Hiv. ""B"" épület)",2400,2400,I,I,07-024-006,07-04
07,FEJÉR,04,024,Dunaújváros,02,007,Köztársaság u.14. (Dózsa Gy. Ált. Isk.),2400,2400,N,N,07-024-007,07-04
07,FEJÉR,04,024,Dunaújváros,03,008,Római krt. 2. (Petőfi S. Ált. Isk.),2400,2400,N,I,07-024-008,07-04
07,FEJÉR,04,024,Dunaújváros,03,009,Fáy A. u. 14. (Móra F. Ált. Isk.),2400,2400,N,I,07-024-009,07-04
07,FEJÉR,04,024,Dunaújváros,03,010,Római krt. 51.(Szent Pantaleimon Görögkat. Ált.I.),2400,2400,N,N,07-024-010,07-04
07,FEJÉR,04,024,Dunaújváros,04,011,Apáczai Cs. J. u.13. (Dunaferr Technikum),2400,2400,N,I,07-024-011,07-04
07,FEJÉR,04,024,Dunaújváros,04,012,Batsányi u. 15/A. (ESZI I. sz. Gond. Kp.),2400,2400,N,I,07-024-012,07-04
07,FEJÉR,04,024,Dunaújváros,04,013,Római krt. 2. (Petőfi S. Ált. Isk.),2400,2400,N,I,07-024-013,07-04
07,FEJÉR,04,024,Dunaújváros,05,014,Gábor Á. u. 4. (Aprók háza Óvoda),2400,2400,N,I,07-024-014,07-04
07,FEJÉR,04,024,Dunaújváros,05,015,Bercsényi u. 2. (volt Bánki D. Gimn. Szakk. Isk.),2400,2400,N,I,07-024-015,07-04
07,FEJÉR,04,024,Dunaújváros,05,016,Bercsényi u. 8. (Hild J. Technikum),2400,2400,N,N,07-024-016,07-04
07,FEJÉR,04,024,Dunaújváros,06,017,Petőfi Liget 1. (Vasvári P. Ált. Isk.),2400,2400,N,I,07-024-017,07-04
07,FEJÉR,04,024,Dunaújváros,06,018,Dózsa Gy. u. 33. (DUE Kerpely A. Koll.),2400,2400,N,I,07-024-018,07-04
07,FEJÉR,04,024,Dunaújváros,06,019,Bocskai u.1/A. (Lorántffy Zs. Technikum Koll.),2400,2400,N,I,07-024-019,07-04
07,FEJÉR,04,024,Dunaújváros,07,020,Március 15. tér 5. (Arany J. Ált. Isk.),2400,2400,N,I,07-024-020,07-04
07,FEJÉR,04,024,Dunaújváros,07,021,Március 15. tér 5. (Arany J. Ált. Isk.),2400,2400,N,I,07-024-021,07-04
07,FEJÉR,04,024,Dunaújváros,07,022,Március 15. tér 6. (Arany J. Ált. Isk.),2400,2400,N,I,07-024-022,07-04
07,FEJÉR,04,024,Dunaújváros,08,023,Radnóti u. 6. (Lorántffy Zs. Technikum),2400,2400,N,N,07-024-023,07-04
07,FEJÉR,04,024,Dunaújváros,08,024,Lajos K. krt 29. (Lorántffy Zs. Technikum Tanm.),2400,2400,N,N,07-024-024,07-04
07,FEJÉR,04,024,Dunaújváros,08,025,Március 15. tér 12. (Napsugár Óvoda),2400,2400,N,I,07-024-025,07-04
07,FEJÉR,04,024,Dunaújváros,09,026,Március 15. tér 6. (Arany J. Ált. Isk.),2400,2400,N,I,07-024-026,07-04
07,FEJÉR,04,024,Dunaújváros,09,027,Jókai u. 19. (Waldorf Gimnázium),2400,2400,N,I,07-024-027,07-04
07,FEJÉR,04,024,Dunaújváros,09,028,Jókai u. 19. (Waldorf Gimnázium),2400,2400,N,I,07-024-028,07-04
07,FEJÉR,04,024,Dunaújváros,10,029,Magyar u. 25. (Pentele v. részi Klubkönyvtár),2400,2400,N,N,07-024-029,07-04
07,FEJÉR,04,024,Dunaújváros,10,030,Magyar u. 35. (Mondbach Kúria),2400,2400,N,I,07-024-030,07-04
07,FEJÉR,04,024,Dunaújváros,10,031,Pálhalma (Kultúrterem),2407,2407,N,I,07-024-031,07-04
07,FEJÉR,05,025,Előszállás,,001,Fő tér 3. (Polgármesteri Hivatal),2424,2424,N,I,07-025-001,07-05
07,FEJÉR,05,025,Előszállás,,002,Szögletkert 1. (Általános Iskola),2424,2424,N,N,07-025-002,07-05
07,FEJÉR,05,025,Előszállás,,003,Szögletkert 1. (Általános Iskola),2424,2424,N,N,07-025-003,07-05
07,FEJÉR,05,026,Enying,,001,Kossuth Lajos utca 67. (Tinódi Református Iskola),8130,8130,N,I,07-026-001,07-05
07,FEJÉR,05,026,Enying,,002,Bocskai utca 1. (Művelődési Ház),8130,8130,N,I,07-026-002,07-05
07,FEJÉR,05,026,Enying,,003,László király utca 1. (Piac),8130,8130,N,I,07-026-003,07-05
07,FEJÉR,05,026,Enying,,004,Vas Gereben utca. 1. (Szirombontogató Óvoda),8130,8130,N,I,07-026-004,07-05
07,FEJÉR,05,026,Enying,,005,Rákóczi utca 33. (Ligeti Óvoda),8130,8130,N,I,07-026-005,07-05
07,FEJÉR,05,026,Enying,,006,Gárdonyi G. utca 86/3 hrsz. (CSGYK),8131,8131,N,I,07-026-006,07-05
07,FEJÉR,05,026,Enying,,007,Juhász Gyula utca 33. (Kabókai Művelődési Ház),8130,8130,N,I,07-026-007,07-05
07,FEJÉR,05,026,Enying,,008,Fenyő utca 2. (Alsótekeres Irodaépület),8130,8130,N,N,07-026-008,07-05
07,FEJÉR,04,027,Ercsi,,001,Kossuth Lajos utca 17. (Kossuth Lajos Ált. Isk.),2451,2451,N,N,07-027-001,07-04
07,FEJÉR,04,027,Ercsi,,002,Szent István út 12. (Ercsi Művelődési Ház),2451,2451,N,I,07-027-002,07-04
07,FEJÉR,04,027,Ercsi,,003,Esze Tamás utca 14. (Ercsi Egészségügyi Központ),2451,2451,N,I,07-027-003,07-04
07,FEJÉR,04,027,Ercsi,,004,Dózsa György tér 2. (Ercsi Napfény Óvoda),2451,2451,N,I,07-027-004,07-04
07,FEJÉR,04,027,Ercsi,,005,Bercsényi Miklós utca 18. (Tiszti Óvoda),2451,2451,N,I,07-027-005,07-04
07,FEJÉR,04,027,Ercsi,,006,Dózsa György tér 2. (Ercsi Napfény Óvoda),2451,2451,N,I,07-027-006,07-04
07,FEJÉR,04,027,Ercsi,,007,1759/36. hrsz. (volt cukorgyári porta),2451,2451,N,N,07-027-007,07-04
07,FEJÉR,04,027,Ercsi,,008,Báró Sina György u. 7. (Sinatelepi Közösségi Ház),2453,2453,N,N,07-027-008,07-04
07,FEJÉR,03,028,Etyek,,001,Ötház utca 2/A. (Látogatóközpont),2091,2091,N,I,07-028-001,07-03
07,FEJÉR,03,028,Etyek,,002,Vörösmarty utca 1. (Csodaszarvas Bölcsőde),2091,2091,N,I,07-028-002,07-03
07,FEJÉR,03,028,Etyek,,003,Körpince utca 1. (Egészségház),2091,2091,N,I,07-028-003,07-03
07,FEJÉR,03,028,Etyek,,004,Dávidmajor (Abacus Rendezvényközpont),2091,2091,N,N,07-028-004,07-03
07,FEJÉR,02,029,Fehérvárcsurgó,,001,Petőfi Sándor utca 14. (Művelődési Ház),8052,8052,N,I,07-029-001,07-02
07,FEJÉR,02,029,Fehérvárcsurgó,,002,Petőfi Sándor utca 1/A. (Általános Iskola),8052,8052,N,N,07-029-002,07-02
07,FEJÉR,03,030,Felcsút,,001,Fő utca 137. (Faluház),8086,8086,N,I,07-030-001,07-03
07,FEJÉR,03,030,Felcsút,,002,Fő utca 75. (Községháza),8086,8086,N,I,07-030-002,07-03
07,FEJÉR,01,031,Füle,,001,Széchenyi utca 40. (Petőfi Sándor Művelődési Ház),8157,8157,N,I,07-031-001,07-01
07,FEJÉR,03,032,Gánt,,001,Béke tér 20. (Művelődési Ház),8082,8082,N,I,07-032-001,07-03
07,FEJÉR,03,033,Gárdony,01,001,"Gárdonyi G.u. 1. (Gárdony, Nemzedékek Háza)",2483,2483,N,I,07-033-001,07-03
07,FEJÉR,03,033,Gárdony,02,002,"Bóné K.u. 14. (Gárdony, Általános Iskola)",2483,2483,N,I,07-033-002,07-03
07,FEJÉR,03,033,Gárdony,03,003,"Bóné K. u. 14. (Gárdony, Általános Iskola)",2483,2483,N,I,07-033-003,07-03
07,FEJÉR,03,033,Gárdony,04,004,"Iskola u. 2. (Agárd, Általános Iskola)",2483,2483,N,N,07-033-004,07-03
07,FEJÉR,03,033,Gárdony,05,005,"Iskola u. 2. (Agárd, Általános Iskola)",2484,2484,N,N,07-033-005,07-03
07,FEJÉR,03,033,Gárdony,06,006,"Márvány u. 27. (Agárd, Közösségi Ház)",2484,2484,N,I,07-033-006,07-03
07,FEJÉR,03,033,Gárdony,07,007,"Óvoda u. 25. (Agárd, Óvoda)",2484,2484,N,I,07-033-007,07-03
07,FEJÉR,03,033,Gárdony,08,008,"Gárdonyi u. 25. (Dinnyés, Kastély)",2485,2485,N,I,07-033-008,07-03
07,FEJÉR,03,034,Gyúró,,001,Kossuth u. 7. (Faluház),2464,2464,N,I,07-034-001,07-03
07,FEJÉR,05,035,Hantos,,001,Köztársaság tér 5. (Hantos Kultúrház),2434,2434,N,I,07-035-001,07-05
07,FEJÉR,05,036,Igar,,001,Fő utca 1. (Községháza),7015,7015,N,I,07-036-001,07-05
07,FEJÉR,05,036,Igar,,002,Kossuth L. utca 44. (Faluház Vám),7015,7015,N,I,07-036-002,07-05
07,FEJÉR,05,036,Igar,,003,Petőfi S. utca. 93. (Kultúrház),7016,7016,N,N,07-036-003,07-05
07,FEJÉR,02,037,Iszkaszentgyörgy,,001,Rákóczi utca 2.,8043,8043,N,I,07-037-001,07-02
07,FEJÉR,02,037,Iszkaszentgyörgy,,002,Kastély 8. (Általános Iskola),8043,8043,N,N,07-037-002,07-02
07,FEJÉR,02,038,Isztimér,,001,Turista út 14. (Kultúrterem),8045,8045,N,I,07-038-001,07-02
07,FEJÉR,02,038,Isztimér,,002,Kossuth utca 514. hrsz. (Közösségi épület),8045,8045,N,I,07-038-002,07-02
07,FEJÉR,04,039,Iváncsa,,001,Fő utca 61. (Általános Iskola),2454,2454,N,I,07-039-001,07-04
07,FEJÉR,04,039,Iváncsa,,002,Arany J. utca 16. (Faluház klubhelyisége),2454,2454,N,I,07-039-002,07-04
07,FEJÉR,01,040,Jenő,,001,Batthyány utca 53. (Tanácsterem),8146,8146,N,I,07-040-001,07-01
07,FEJÉR,03,041,Kajászó,,001,Rákóczi utca 71. (Közös Önkormányzati Hivatal),2472,2472,N,I,07-041-001,07-03
07,FEJÉR,05,042,Káloz,,001,Szent István tér 9. (Általános Iskola),8124,8124,N,I,07-042-001,07-05
07,FEJÉR,05,042,Káloz,,002,Ország út 2/C. (Fogorvosi rendelő),8124,8124,N,I,07-042-002,07-05
07,FEJÉR,03,043,Kápolnásnyék,,001,Fő utca 28. (Művelődési Ház),2475,2475,N,I,07-043-001,07-03
07,FEJÉR,03,043,Kápolnásnyék,,002,Semmelweis tér 1/D. (Idősek Klubja),2475,2475,N,N,07-043-002,07-03
07,FEJÉR,03,043,Kápolnásnyék,,003,"Kenessey utca 9. (Pettend, Közösségi Ház)",2475,2475,N,I,07-043-003,07-03
07,FEJÉR,03,043,Kápolnásnyék,,004,Fő utca 41. (Napsugár Óvoda),2475,2475,N,I,07-043-004,07-03
07,FEJÉR,02,044,Kincsesbánya,,001,Iskola utca 2. (Művelődési Ház),8044,8044,N,I,07-044-001,07-02
07,FEJÉR,02,044,Kincsesbánya,,002,Kincsesi utca 12. (Óvoda),8044,8044,N,I,07-044-002,07-02
07,FEJÉR,05,045,Kisapostag,,001,Petőfi S. u. 63. (Községháza Kultúrterme),2428,2428,N,I,07-045-001,07-05
07,FEJÉR,05,045,Kisapostag,,002,Széchenyi u. 5. (Általános Iskola),2428,2428,N,N,07-045-002,07-05
07,FEJÉR,05,046,Kisláng,,001,Fő u. 65. (Faluház),8156,8156,N,I,07-046-001,07-05
07,FEJÉR,05,046,Kisláng,,002,Fő u. 77. (Művelődési Ház),8156,8156,N,I,07-046-002,07-05
07,FEJÉR,01,047,Kőszárhegy,,001,Fő út 105. (Művelődési Ház),8152,8152,N,I,07-047-001,07-01
07,FEJÉR,01,047,Kőszárhegy,,002,Fő út 140. (Csemetekert Óvoda),8152,8152,N,I,07-047-002,07-01
07,FEJÉR,04,048,Kulcs,,001,Kossuth Lajos utca 83. (Polgármesteri Hivatal),2458,2458,N,I,07-048-001,07-04
07,FEJÉR,04,048,Kulcs,,002,Kossuth Lajos utca 85. (Faluház),2458,2458,N,I,07-048-002,07-04
07,FEJÉR,04,048,Kulcs,,003,Rákóczi utca 141. (Orvosi rendelő),2458,2458,N,I,07-048-003,07-04
07,FEJÉR,05,049,Lajoskomárom,,001,Nyárfa u. 2. (Középbogárd Faluház),8136,8136,N,I,07-049-001,07-05
07,FEJÉR,05,049,Lajoskomárom,,002,Külsősáripuszta tanya (Lovarda),8136,8136,N,I,07-049-002,07-05
07,FEJÉR,05,049,Lajoskomárom,,003,Komáromi u. 4. (volt könyvtár),8136,8136,N,I,07-049-003,07-05
07,FEJÉR,05,049,Lajoskomárom,,004,Ozorai u. 1. (Egészségház),8136,8136,N,I,07-049-004,07-05
07,FEJÉR,05,050,Lepsény,,001,Vasút utca 19. (Iskola),8132,8132,N,I,07-050-001,07-05
07,FEJÉR,05,050,Lepsény,,002,Vasút utca 19. (Iskola),8132,8132,N,I,07-050-002,07-05
07,FEJÉR,05,050,Lepsény,,003,Vasút utca 19. (Iskola),8132,8132,N,I,07-050-003,07-05
07,FEJÉR,02,051,Lovasberény,,001,Park tér 10. (Mezőgazdasági Szövetkezet iroda),8093,8093,N,N,07-051-001,07-02
07,FEJÉR,02,051,Lovasberény,,002,Rákóczi u.1. (Művelődési Otthon),8093,8093,N,I,07-051-002,07-02
07,FEJÉR,02,051,Lovasberény,,003,Kossuth u. 90. (Reményik Sándor Általános Iskola),8093,8093,N,I,07-051-003,07-02
07,FEJÉR,02,052,Magyaralmás,,001,Iskola u. 5. (Faluház),8071,8071,N,I,07-052-001,07-02
07,FEJÉR,03,053,Martonvásár,,001,Bajcsy-Zsilinszky utca 32. (Pápay Ált. Isk.),2462,2462,N,N,07-053-001,07-03
07,FEJÉR,03,053,Martonvásár,,002,"Emlékezés tere 2. (BBK, kiállítótér)",2462,2462,N,I,07-053-002,07-03
07,FEJÉR,03,053,Martonvásár,,003,Deák F. u. 3. (Brunszvik Teréz Óvoda),2462,2462,N,N,07-053-003,07-03
07,FEJÉR,03,053,Martonvásár,,004,Szt. László út 2. (Martonvásár Városi Könyvtár),2462,2462,N,N,07-053-004,07-03
07,FEJÉR,03,054,Mány,,001,Szent István u. 4. (Általános Iskola),2065,2065,N,I,07-054-001,07-03
07,FEJÉR,03,054,Mány,,002,Rákóczi u. 67. (Mányi Polgármesteri Hivatal),2065,2065,N,I,07-054-002,07-03
07,FEJÉR,05,055,Mátyásdomb,,001,Fő utca 17. (Művelődési Ház),8134,8134,N,I,07-055-001,07-05
07,FEJÉR,05,056,Mezőfalva,,001,József nádor u. 13. (Általános Iskola),2422,2422,N,I,07-056-001,07-05
07,FEJÉR,05,056,Mezőfalva,,002,Kinizsi u. 38. (Művelődési Ház),2422,2422,N,I,07-056-002,07-05
07,FEJÉR,05,056,Mezőfalva,,003,Kinizsi u. 44. (Polgármesteri Hivatal),2422,2422,N,I,07-056-003,07-05
07,FEJÉR,05,056,Mezőfalva,,004,József nádor u. 13. (Általános Iskola),2422,2422,N,I,07-056-004,07-05
07,FEJÉR,05,057,Mezőkomárom,,001,Petőfi Sándor utca 74. (Polgármesteri Hivatal),8137,8137,N,I,07-057-001,07-05
07,FEJÉR,05,058,Mezőszentgyörgy,,001,Kossuth u. 48. (Polgármesteri Hivatal),8133,8133,N,I,07-058-001,07-05
07,FEJÉR,05,058,Mezőszentgyörgy,,002,Eötvös u. 17/A. (Művelődési Otthon),8133,8133,N,I,07-058-002,07-05
07,FEJÉR,05,059,Mezőszilas,,001,Fő utca 111. (Közös Önkormányzati Hivatal),7017,7017,N,I,07-059-001,07-05
07,FEJÉR,05,059,Mezőszilas,,002,Petőfi u. 58. (Általános Iskola),7017,7017,N,I,07-059-002,07-05
07,FEJÉR,02,060,Moha,,001,Fő u. 59. (Művelődési Ház),8042,8042,N,I,07-060-001,07-02
07,FEJÉR,02,061,Mór,01,001,Szt. István tér 6. (Városháza),8060,8060,N,I,07-061-001,07-02
07,FEJÉR,02,061,Mór,01,002,Szabadság tér 7. (Zeneiskola),8060,8060,N,I,07-061-002,07-02
07,FEJÉR,02,061,Mór,02,003,Gyár u.1. (Vasútállomás),8060,8060,N,I,07-061-003,07-02
07,FEJÉR,02,061,Mór,02,004,Kodály Z. u. 2. (Gimnázium),8060,8060,N,I,07-061-004,07-02
07,FEJÉR,02,061,Mór,03,005,Szabadság tér 12. (Meseház Óvoda),8060,8060,N,I,07-061-005,07-02
07,FEJÉR,02,061,Mór,03,006,Szabadság tér 12. (Meseház Óvoda),8060,8060,N,I,07-061-006,07-02
07,FEJÉR,02,061,Mór,04,007,Dózsa Gy. u. 2. (Szakképző Iskola),8060,8060,N,I,07-061-007,07-02
07,FEJÉR,02,061,Mór,04,008,Dózsa Gy. u. 2. (Szakképző Iskola),8060,8060,N,I,07-061-008,07-02
07,FEJÉR,02,061,Mór,05,009,Kodály Z. u. 28. (Dr. Zimmermann Általános Iskola),8060,8060,N,I,07-061-009,07-02
07,FEJÉR,02,061,Mór,05,010,Kodály Z. u. 2. (Gimnázium),8060,8060,N,I,07-061-010,07-02
07,FEJÉR,02,061,Mór,06,011,Bajcsy u. 7. (Szociális Alapszolgáltatási Központ),8060,8060,N,I,07-061-011,07-02
07,FEJÉR,02,061,Mór,07,012,Iskola u. 1. (Szakképző Iskola Tanműhelye),8060,8060,N,I,07-061-012,07-02
07,FEJÉR,02,061,Mór,08,013,Erzsébet tér 13. (Pitypang Óvoda),8060,8060,N,I,07-061-013,07-02
07,FEJÉR,02,061,Mór,08,014,Erzsébet tér 19. (Szt Erzsébet Római Kat. Á. Isk.),8060,8060,N,I,07-061-014,07-02
07,FEJÉR,02,061,Mór,06,015,Fő u. 16. (Felsődobos Kultúrház),8060,8060,N,I,07-061-015,07-02
07,FEJÉR,03,062,Nadap,,001,Haladás út 56. (Orvosi rendelő),8097,8097,N,I,07-062-001,07-03
07,FEJÉR,05,063,Nagykarácsony,,001,Petőfi u. 27. (Községháza),2425,2425,N,I,07-063-001,07-05
07,FEJÉR,05,063,Nagykarácsony,,002,Béke tér 2. (Örökzöld Óvoda),2425,2425,N,N,07-063-002,07-05
07,FEJÉR,05,064,Nagylók,,001,Kossuth utca 1. (Közösségi Ház),2435,2435,N,I,07-064-001,07-05
07,FEJÉR,02,065,Nagyveleg,,001,Móri utca 2/A. (Faluközpont),8065,8065,N,I,07-065-001,07-02
07,FEJÉR,04,066,Nagyvenyim,,001,Ady Endre u. 2. (Óvoda),2421,2421,N,I,07-066-001,07-04
07,FEJÉR,04,066,Nagyvenyim,,002,Ady Endre u. 2. (Óvoda),2421,2421,N,I,07-066-002,07-04
07,FEJÉR,04,066,Nagyvenyim,,003,Fő utca 16. (Általános Iskola),2421,2421,N,I,07-066-003,07-04
07,FEJÉR,04,066,Nagyvenyim,,004,Fő utca 16. (Általános Iskola),2421,2421,N,I,07-066-004,07-04
07,FEJÉR,04,066,Nagyvenyim,,005,Virágos utca 13. (Orvosi rendelő),2421,2421,N,I,07-066-005,07-04
07,FEJÉR,01,067,Nádasdladány,,001,Fő út 66. (Általános Iskola),8145,8145,N,I,07-067-001,07-01
07,FEJÉR,01,067,Nádasdladány,,002,Kossuth L. utca 6. (Közösségi Ház),8145,8145,N,I,07-067-002,07-01
07,FEJÉR,01,067,Nádasdladány,,003,Kastélypark 3. (Sün Balázs Óvoda),8145,8145,N,N,07-067-003,07-01
07,FEJÉR,03,068,Óbarok,,001,Iskola u. 3. (Kultúrház),2063,2063,N,I,07-068-001,07-03
07,FEJÉR,03,068,Óbarok,,002,Nagyegyháza-Iskola köz 9. (Orvosi rendelő),2063,2063,N,N,07-068-002,07-03
07,FEJÉR,02,069,Pákozd,,001,Budai út 72. (Művelődési Ház),8095,8095,N,I,07-069-001,07-02
07,FEJÉR,02,069,Pákozd,,002,Arany János utca 1-5. (Óvoda),8095,8095,N,I,07-069-002,07-02
07,FEJÉR,02,069,Pákozd,,003,Arany János utca 1-5. (Óvoda),8095,8095,N,I,07-069-003,07-02
07,FEJÉR,02,070,Pátka,,001,Vak Bottyán tér 4. (Művelődési Ház 1. terem),8092,8092,N,I,07-070-001,07-02
07,FEJÉR,02,070,Pátka,,002,Vak Bottyán tér 4. (Művelődési Ház 2. terem),8092,8092,N,I,07-070-002,07-02
07,FEJÉR,03,071,Pázmánd,,001,Fő utca 66. (Művelődési Ház klubhelyiség),2476,2476,N,I,07-071-001,07-03
07,FEJÉR,03,071,Pázmánd,,002,Fő utca 66. (Művelődési Ház Nagyterem),2476,2476,N,I,07-071-002,07-03
07,FEJÉR,04,072,Perkáta,,001,Dózsa György utca 15/A. (Művelődési ház),2431,2431,N,I,07-072-001,07-04
07,FEJÉR,04,072,Perkáta,,002,Dózsa György utca 15/A. (Művelődési Ház),2431,2431,N,I,07-072-002,07-04
07,FEJÉR,04,072,Perkáta,,003,Szabadság tér 11. (Faluház),2431,2431,N,I,07-072-003,07-04
07,FEJÉR,04,072,Perkáta,,004,Bocskai utca 1. (Új Óvoda),2431,2431,N,I,07-072-004,07-04
07,FEJÉR,01,073,Polgárdi,,001,Somlyói út 1/A. (Seuso Kávézó),8153,8153,N,N,07-073-001,07-01
07,FEJÉR,01,073,Polgárdi,,002,Kossuth utca 76. (Közösségi ház),8154,8154,N,N,07-073-002,07-01
07,FEJÉR,01,073,Polgárdi,,003,Batthyány utca 134. (Gondozási Központ),8154,8154,N,I,07-073-003,07-01
07,FEJÉR,01,073,Polgárdi,,004,Munkácsy ltp. 13. (Orvosi rendelő),8154,8154,N,I,07-073-004,07-01
07,FEJÉR,01,073,Polgárdi,,005,Batthyány utca 26/B. (Inkubátorház),8154,8154,N,N,07-073-005,07-01
07,FEJÉR,01,073,Polgárdi,,006,Galamb József utca 1. (Óvoda),8154,8154,N,N,07-073-006,07-01
07,FEJÉR,01,073,Polgárdi,,007,Kiscséripuszta Élelmiszerbolt (1805 helyrajzi sz.),8155,8155,N,N,07-073-007,07-01
07,FEJÉR,04,074,Pusztaszabolcs,,001,Velencei út 65. (Manóvár Óvoda),2490,2490,N,N,07-074-001,07-04
07,FEJÉR,04,074,Pusztaszabolcs,,002,Velencei út 2. (Polgármesteri Hivatal),2490,2490,N,I,07-074-002,07-04
07,FEJÉR,04,074,Pusztaszabolcs,,003,Adonyi út 12. (Könyvtár és Művelődési Ház),2490,2490,N,I,07-074-003,07-04
07,FEJÉR,04,074,Pusztaszabolcs,,004,Deák F. u. 21/1. (Zsiráf Óvoda),2490,2490,N,N,07-074-004,07-04
07,FEJÉR,04,074,Pusztaszabolcs,,005,Mátyás Király u. 14. (József A. Ált. Isk.),2490,2490,N,N,07-074-005,07-04
07,FEJÉR,02,075,Pusztavám,,001,Nickelsdorf tér 4. (Műv. Ház),8066,8066,N,I,07-075-001,07-02
