source,target,kozos_hatar_m
N002185,N002267,189.477
N002185,N002279,4183.505
N002185,N002194,2624.705
N002185,N002310,6261.555
N002185,N002286,5546.094
N002186,N002290,2475.226
N002186,N002227,3841.655
N002186,N002292,1242.604
N002186,N002187,42.03
N002186,N002263,5416.829
N002187,N002227,4839.235
N002187,N002217,4383.519
N002187,N002263,3322.807
N002187,N002323,3973.988
N002188,N002281,1071.548
N002188,N002222,3678.214
N002188,N002322,6765.153
N002188,N002191,7184.806
N002189,N002236,3040.875
N002189,N002231,6877.792
N002189,N002209,6114.431
N002189,N002274,495.577
N002190,N002328,1932.809
N002190,N002339,2536.142
N002191,N002205,3920.315
N002192,N002224,4114.135
N002192,N002228,4823.05
N002192,N002339,4225.493
N002192,N002207,1056.656
N002193,N002340,10315.976
N002193,N002225,7151.296
N002193,N002317,1127.03
N002194,N002279,3478.709
N002194,N002264,4677.574
N002195,N002220,2516.32
N002195,N002233,5739.751
N002195,N002211,13237.083
N002195,N002325,5108.423
N002196,N002289,2348.706
N002197,N002208,672.478
N002197,N002326,5117.17
N002198,N002252,1998.612
N002198,N004183,724.239
N002198,N004149,7197.549
N002198,N004184,1658.556
N002198,N004182,2816.825
N002198,N002221,4468.529
N002199,N002339,1736.03
N002199,N002327,5869.628
N002199,N002283,13012.007
N002199,N002295,1208.015
N002199,N002312,3918.044
N002199,N002216,1376.96
N002200,N002270,8004.817
N002200,N002207,5044.181
N002200,N002327,4342.702
N002200,N002217,1696.135
N002200,N002295,5454.114
N002201,N002242,1265.421
N002201,N002239,1199.505
N002201,N002277,5633.471
N002201,N002271,5082.611
N002201,N002251,2877.567
N002202,N002206,4154.967
N002202,N002258,1496.629
N002202,N002238,4433.457
N002202,N002242,4355.118
N002203,N002212,5440.955
N002203,N002314,10914.148
N002204,N002285,3337.092
N002204,N002243,3587.245
N002204,N002264,1010.68
N002205,N002331,3217.129
N002206,N002274,5492.786
N002206,N002258,2221.23
N002207,N002224,1507.429
N002207,N002270,3090.858
N002207,N002228,3272.391
N002208,N002324,6403.714
N002208,N002213,1077.779
N002208,N002326,5212.19
N002208,N002314,2286.079
N002208,N002305,2343.317
N002209,N002231,2764.548
N002209,N002229,2246.474
N002209,N002274,7211.916
N002209,N002237,5559.987
N002209,N002258,219.144
N002210,N002297,5446.049
N002211,N002233,2928.487
N002211,N002246,4470.515
N002211,N002325,1591.321
N002211,N002265,101.945
N002211,N002259,9361.137
N002211,N002292,1628.934
N002212,N002311,8606.007
N002212,N002213,2023.565
N002213,N002334,5208.612
N002213,N002324,3846.384
N002213,N002311,7143.812
N002214,N002341,1800.605
N002214,N002281,3975.705
N002214,N002222,1148.971
N002215,N002337,10847.328
N002215,N002299,3055.492
N002215,N002300,10030.286
N002216,N002283,3890.909
N002216,N002303,4180.203
N002216,N002312,2539.735
N002216,N002306,5468.391
N002217,N002270,626.307
N002217,N002227,1004.89
N002217,N002323,2179.875
N002217,N002295,10323.233
N002217,N002297,1595.106
N002218,N004142,1451.088
N002218,N002320,5017.943
N002218,N004132,6825.454
N002218,N002313,2400.732
N002218,N002252,5512.192
N002218,N002309,2775.245
N002219,N002259,4147.738
N002219,N002248,5222.425
N002219,N002292,5015.042
N002219,N002275,3126.926
N002219,N002256,2342.263
N002219,N002340,3331.996
N002220,N002300,7142.12
N002220,N002329,6051.342
N002220,N002233,7110.609
N002221,N002316,6982.89
N002221,N002319,6344.499
N002222,N002281,1177.155
N002223,N004123,3611.194
N002223,N004176,12129.212
N002223,N002226,4861.102
N002224,N002343,4836.934
N002224,N002270,3562.873
N002224,N002228,1493.186
N002225,N002317,3198.758
N002226,N004176,257.114
N002226,N004187,5528.698
N002226,N004186,5528.698
N002226,N002282,3513.831
N002226,N002254,1359.304
N002227,N002325,2622.233
N002227,N002290,3027.487
N002229,N002272,9443.54
N002229,N002250,1706.22
N002229,N002231,6900.161
N002229,N002299,306.084
N002229,N002255,10486.22
N002229,N002241,4495.623
N002229,N002234,8179.637
N002229,N002237,7525.431
N002229,N002235,1286.295
N002230,N002269,7694.983
N002230,N002244,4371.449
N002230,N002261,7581.304
N002230,N002272,4932.865
N002231,N002272,2647.205
N002231,N002236,5101.283
N002232,N002282,2678.95
N002232,N002254,1513.893
N002232,N002253,742.159
N002232,N002296,5033.865
N002232,N002336,7903.033
N002233,N002241,2513.761
N002233,N002246,5692.996
N002234,N002241,4118.007
N002234,N002235,4546.822
N002235,N002241,231.503
N002235,N002237,2998.999
N002236,N002287,4651.693
N002236,N002247,7150.496
N002237,N002258,9343.341
N002238,N002253,4834.542
N002238,N002242,4147.373
N002238,N002277,4757.275
N002238,N002296,3532.969
N002239,N002242,1187.743
N002239,N002280,1925.955
N002239,N002271,5345.684
N002240,N002280,2632.35
N002240,N002271,5294.729
N002240,N002245,8479.267
N002240,N002251,4303.091
N002241,N002299,4434.979
N002241,N002246,7949.005
N002242,N002277,2358.926
N002243,N002264,7245.221
N002243,N002324,3467.986
N002244,N002247,5517.435
N002245,N002335,5670.264
N002245,N002280,4032.512
N002245,N002275,6614.184
N002245,N002340,2828.702
N002247,N002287,4471.105
N002248,N002265,3196.112
N002248,N002259,2755.745
N002248,N002335,1500.007
N002248,N002275,5494.708
N002249,N004190,237.393
N002249,N004187,2748.15
N002249,N004186,2748.15
N002249,N004188,951.717
N002249,N004189,951.717
N002249,N004185,4843.508
N002249,N002254,6640.636
N002249,N004184,2293.78
N002250,N002272,7400.09
N002250,N002255,5036.542
N002251,N002277,907.864
N002251,N002271,2816.959
N002251,N002267,5457.205
N002252,N004132,4259.819
N002252,N002309,5643.904
N002252,N004157,5015.003
N002252,N004183,1530.813
N002252,N004149,5885.282
N002252,N002315,1653.777
N002253,N002282,4929.795
N002253,N002296,3552.098
N002254,N004187,4364.217
N002254,N004186,4364.217
N002254,N002282,6173.99
N002255,N002299,6364.303
N002256,N002292,3199.887
N002256,N002257,5986.211
N002256,N002340,6890.305
N002257,N002292,5947.197
N002257,N002263,5630.875
N002257,N002340,1164.823
N002258,N002274,3349.005
N002259,N002265,2824.673
N002259,N002292,5919.982
N002260,N002329,1140.039
N002260,N002273,8191.065
N002260,N002278,1336.845
N002261,N002269,2919.541
N002261,N002272,3380.891
N002262,N002265,3131.196
N002262,N002335,6451.821
N002263,N002292,5375.986
N002264,N002285,3664.946
N002264,N002324,2507.154
N002265,N002335,1189.768
N002266,N002304,7498.228
N002267,N002279,4634.236
N002267,N002310,1414.817
N002268,N002329,3219.777
N002268,N002288,5247.877
N002268,N002273,1652.377
N002268,N002291,3175.83
N002270,N002343,1561.215
N002271,N002280,4603.129
N002273,N002329,10209.974
N002273,N002291,5629.373
N002273,N002278,2950.225
N002273,N002294,2178.03
N002275,N002335,746.92
N002275,N002340,2418.902
N002276,N002315,10930.831
N002276,N002301,14222.56
N002277,N002296,2162.475
N002280,N002335,5048.466
N002281,N002341,7113.208
N002281,N002322,5006.66
N002283,N002322,737.886
N002283,N002303,6458.242
N002284,N002301,3080.289
N002286,N002310,1517.704
N002288,N002289,2046.859
N002288,N002293,6568.757
N002288,N002291,705.329
N002289,N002293,1610.046
N002290,N002325,5177.439
N002290,N002292,4256.554
N002291,N002294,4117.572
N002292,N002325,1377.683
N002294,N002343,914.268
N002295,N002327,8907.566
N002295,N002312,2151.368
N002295,N002297,20225.252
N002297,N002323,3185.166
N002298,N002340,5067.956
N002299,N002337,3145.975
N002300,N002329,2818.397
N002302,N002321,7127.661
N002302,N002334,1458.499
N002302,N002311,5429.256
N002303,N002331,5680.725
N002305,N002326,5097.421
N002305,N002318,2605.152
N002305,N002342,3663.858
N002305,N002344,820.26
N002306,N002312,3831.121
N002307,N002320,7635.542
N002307,N002308,11486.757
N002307,N002313,3372.275
N002308,N002320,3605.334
N002309,N002313,10793.259
N002309,N002315,6739.768
N002311,N002334,2446.02
N002313,N002320,10653.009
N002313,N002345,5520.362
N002316,N002336,7183.004
N002316,N002319,1009.381
N002317,N002340,1113.105
N002317,N002338,8163.007
N002317,N002321,7555.467
N002318,N002344,7834.044
N002319,N002336,907.747
N002320,N002345,9103.255
N002321,N002338,1300.814
N002322,N002328,7953.386
N002324,N002334,4651.425
N002329,N002330,9569.481
N002333,N004142,182.897
N002333,N004123,5728.587
N002338,N002340,1934.915
N002342,N002344,4684.225
N002346,N002409,5341.056
N002346,N002437,4123.97
N002346,N002352,700.329
N002346,N002347,2604.169
N002346,N002450,2427.001
N002346,N002363,4839.938
N002346,N002440,869.118
N002347,N002350,2212.033
N002347,N002352,11671.088
N002347,N002427,4078.379
N002347,N002430,11804.032
N002347,N002450,2525.884
N002347,N002363,2356.707
N002348,N002416,391.423
N002348,N002395,2028.109
N002348,N002385,4823.779
N002348,N002356,6310.236
N002348,N002411,5134.013
N002348,N002357,4234.346
N002348,N002419,1930.337
N002349,N002390,7221.06
N002350,N002352,11962.765
N002350,N002427,5993.301
N002351,N002409,6040.319
N002351,N002410,6173.578
N002351,N002352,2898.51
N002352,N002409,4798.342
N002353,N002392,3825.272
N002353,N002429,882.235
N002353,N002408,4832.946
N002353,N002426,7436.537
N002354,N002414,2509.937
N002354,N002431,1020.015
N002354,N002425,4506.33
N002354,N002424,2833.46
N002354,N002380,5743.857
N002354,N002421,4534.819
N002355,N002423,12420.131
N002355,N002440,6297.193
N002355,N002444,14364.172
N002355,N002371,8531.56
N002356,N002410,1757.007
N002356,N002359,5411.987
N002356,N002377,5023.85
N002356,N002388,8742.776
N002356,N002357,6380.332
N002356,N002394,4183.17
N002356,N002453,5819.468
N002357,N002419,1284.372
N002357,N002394,2674.91
N002358,N002424,5333.619
N002358,N002405,13468.479
N002358,N002421,417.333
N002358,N002367,16949.733
N002359,N002410,5977.132
N002360,N002412,4234.014
N002360,N002402,5440.166
N002360,N002369,3103.218
N002360,N002435,2433.688
N002360,N002381,1028.097
N002361,N002391,4351.607
N002361,N002365,3818.7
N002362,N002365,5860.62
N002362,N002420,2633.918
N002362,N002436,5003.073
N002362,N002399,8533.488
N002362,N002366,8513.928
N002362,N002381,3232.647
N002363,N002427,2321.862
N002363,N002430,11147.232
N002363,N002450,5496.868
N002363,N002423,23053.179
N002363,N002440,1117.939
N002364,N002389,2424.512
N002364,N002383,8493.641
N002364,N002434,5432.212
N002364,N002438,3186.885
N002365,N002386,4610.45
N002365,N002391,7482.466
N002365,N002390,10469.914
N002365,N002420,5996.169
N002365,N002366,8411.789
N002366,N002402,12491.79
N002366,N002381,3227.451
N002367,N002421,9560.744
N002368,N002371,7795.938
N002368,N002376,2951.545
N002368,N002442,5750.898
N002368,N002424,15623.656
N002369,N002412,2028.277
N002369,N002383,8034.249
N002369,N002435,3756.29
N002370,N002436,991.01
N002370,N002415,9542.467
N002370,N002400,11372.262
N002370,N002447,3211.466
N002370,N002384,3239.946
N002371,N002444,9584.45
N002371,N002376,10155.664
N002371,N002442,2255.862
N002372,N002444,12212.786
N002372,N002439,6746.672
N002372,N002442,1378.759
N002373,N002453,5349.024
N002373,N002393,3523.751
N002373,N002413,4465.857
N002373,N002389,4845.763
N002373,N002397,916.062
N002373,N002448,5178.751
N002374,N002375,7480.493
N002374,N002422,4982.388
N002374,N002406,4379.532
N002375,N002441,7212.919
N002375,N002422,7174.136
N002375,N002406,3695.339
N002376,N002424,2733.657
N002377,N002410,1353.917
N002377,N002437,6537.273
N002377,N002388,1005.059
N002377,N002440,1927.573
N002378,N002448,5935.186
N002378,N002401,3290.624
N002378,N002434,6989.555
N002378,N002438,2788.967
N002378,N002446,5018.296
N002378,N002392,2744.827
N002378,N002429,721.125
N002378,N002408,5785.736
N002379,N002449,964.671
N002379,N002385,6064.032
N002380,N002414,6818.195
N002380,N002428,6293.447
N002380,N002424,4474.694
N002381,N002399,6869.523
N002381,N002402,4457.661
N002381,N002435,11687.12
N002381,N002454,4280.18
N002381,N002441,4066.133
N002381,N002415,5960.134
N002382,N002433,8351.108
N002382,N002453,9767.199
N002382,N002407,4360.384
N002383,N002412,5278.377
N002383,N002443,6769.84
N002383,N002413,153.062
N002383,N002389,5934.589
N002383,N002438,4496.808
N002383,N002435,7813.603
N002384,N002441,6014.675
N002384,N002418,9484.496
N002384,N002415,2953.987
N002384,N002400,598.712
N002384,N002447,8376.634
N002384,N002406,341.65
N002385,N002449,390.029
N002385,N002416,2664.431
N002385,N002411,2823.437
N002386,N002391,2731.268
N002386,N002390,927.101
N002387,N002401,11517.555
N002387,N002414,9649.328
N002387,N002431,3427.18
N002387,N002442,6547.837
N002388,N002453,6059.765
N002388,N002440,5263.921
N002389,N002413,2685.449
N002389,N002448,4544.679
N002389,N002434,2394.219
N002390,N002420,8084.526
N002392,N002429,5659.919
N002392,N002408,2088.202
N002393,N002394,8944.199
N002393,N002453,5725.429
N002393,N002443,1320.911
N002393,N002413,2791.975
N002394,N002419,1372.494
N002394,N002453,2388.914
N002394,N002443,10243.644
N002395,N002416,5735.811
N002396,N002431,4771.55
N002396,N002417,9924.592
N002396,N002425,2949.486
N002396,N002445,3272.523
N002396,N002432,4541.824
N002397,N002453,3712.694
N002397,N002448,5176.574
N002397,N002401,7794.218
N002398,N002411,5085.792
N002398,N002419,2760.457
N002398,N002452,3357.989
N002398,N002404,5253.184
N002399,N002436,9570.481
N002399,N002415,6977.469
N002400,N002436,5395.268
N002401,N002453,790.861
N002401,N002407,5219.181
N002401,N002448,1602.785
N002401,N002446,2198.964
N002401,N002431,5832.419
N002401,N002442,7759.765
N002402,N002412,2935.884
N002403,N002420,3592.231
N002403,N002451,5692.915
N002403,N002436,5765.806
N002404,N002452,5508.518
N002404,N002412,6523.129
N002405,N002424,5478.149
N002406,N002441,511.867
N002406,N002418,10303.531
N002407,N002433,485.495
N002407,N002453,3429.85
N002407,N002439,9531.48
N002407,N002442,3175.759
N002408,N002446,6446.162
N002408,N002417,6116.986
N002408,N002426,2857.484
N002409,N002410,2146.06
N002409,N002437,2276.979
N002410,N002437,2391.817
N002411,N002419,2585.648
N002412,N002452,4646.111
N002412,N002443,3495.879
N002413,N002443,1405.28
N002414,N002431,11567.868
N002414,N002442,2930.181
N002414,N002428,3010.469
N002415,N002436,1752.487
N002415,N002454,5312.528
N002415,N002441,3990.889
N002415,N002447,4108.447
N002416,N002449,7418.637
N002417,N002446,6711.731
N002417,N002431,5548.927
N002417,N002426,2936.945
N002417,N002445,1612.866
N002418,N002441,6784.076
N002419,N002452,1675.002
N002419,N002443,1652.848
N002420,N002451,728.767
N002420,N002436,4522.013
N002421,N002424,13834.338
N002422,N002441,2082.521
N002422,N002426,14458.8
N002423,N002440,31376.373
N002424,N002442,2047.397
N002424,N002428,12540.479
N002425,N002431,6800.301
N002425,N002432,7950.919
N002426,N002429,4839.316
N002426,N002441,6494.204
N002426,N002445,10042.389
N002428,N002442,3404.581
N002429,N002438,5354.109
N002429,N002435,10107.509
N002429,N002441,14285.189
N002430,N002450,6521.422
N002431,N002446,1822.095
N002432,N002445,4641.351
N002433,N002453,668.574
N002433,N002440,8227.361
N002433,N002439,9885.266
N002434,N002448,2552.216
N002435,N002438,60.402
N002435,N002441,5057.822
N002437,N002440,6339.517
N002439,N002440,380.956
N002439,N002444,5341.488
N002439,N002442,13089.722
N002440,N002453,3399.487
N002440,N002444,11123.115
N002441,N002454,9560.151
N002442,N002444,5233.288
N002443,N002452,4448.673
N002455,N002659,4395.088
N002455,N002619,3558.038
N002455,N002565,3300.595
N002455,N002635,517.506
N002455,N002503,2777.069
N002455,N002481,3913.543
N002456,N002498,4729.704
N002456,N002542,513.401
N002456,N002631,5018.358
N002457,N002590,7061.8
N002457,N002660,9729.773
N002457,N002529,7514.082
N002457,N002617,2823.341
N002458,N003023,2232.39
N002458,N002644,1630.046
N002458,N002994,3523.768
N002458,N002601,3461.912
N002458,N002515,1425.05
N002459,N002588,4837.822
N002459,N002542,1552.626
N002459,N002631,4131.738
N002459,N002637,8783.251
N002460,N003005,2746.866
N002460,N002541,2169.489
N002460,N002540,4808.34
N002460,N002594,8423.897
N002460,N002632,1792.773
N002461,N002627,3960.284
N002461,N002626,774.082
N002461,N002545,4086.739
N002461,N002523,1097.749
N002461,N002643,638.273
N002461,N002640,9065.764
N002462,N002479,1715.196
N002462,N002483,1159.832
N002462,N002529,2638.07
N002462,N002491,5212.553
N002462,N002560,1873.931
N002462,N002528,10491.135
N002462,N002586,8376.708
N002462,N002519,2851.903
N002462,N002628,3038.646
N002462,N002502,4288.526
N002463,N003114,4283.352
N002463,N002573,6149.171
N002463,N002587,4206.731
N002463,N003143,2936.666
N002463,N002566,5442.894
N002463,N002478,3422.863
N002464,N002752,426.559
N002464,N002534,3210.634
N002464,N002492,2250.815
N002464,N002799,4179.256
N002464,N002548,390.816
N002464,N002580,4725.172
N002465,N002544,4652.944
N002465,N002528,5466.342
N002465,N002492,1838.664
N002465,N002548,897.549
N002466,N002471,3565.422
N002466,N002599,1941.692
N002466,N002553,3898.993
N002466,N002664,5708.322
N002467,N002658,1016.412
N002467,N002642,2690.998
N002467,N002538,3698.656
N002467,N002666,4938.48
N002468,N002604,3295.826
N002468,N002482,6321.8
N002468,N002663,2000.608
N002469,N003098,5630.21
N002469,N003143,2172.629
N002469,N002880,1924.348
N002469,N002530,2127.493
N002469,N002518,7512.842
N002469,N002490,621.889
N002469,N002654,3382.938
N002470,N002503,2703.599
N002470,N002475,4965.687
N002470,N002472,5889.248
N002470,N002618,1826.268
N002470,N002554,5648.117
N002470,N002623,467.52
N002471,N002640,1745.253
N002471,N002487,1312.421
N002471,N002648,3334.053
N002471,N002574,1896.169
N002471,N002500,2268.841
N002471,N002599,595.493
N002472,N002503,2214.334
N002472,N002554,1588.0
N002472,N002481,11651.049
N002473,N002553,3924.177
N002473,N002551,5424.8
N002473,N002664,981.159
N002473,N002550,1875.411
N002474,N002720,169.471
N002474,N002548,3473.411
N002474,N002580,5416.866
N002474,N002531,3514.98
N002474,N002729,2201.972
N002474,N002564,3470.847
N002474,N002672,3087.571
N002474,N002645,1828.747
N002474,N002562,4915.727
N002474,N002772,593.989
N002474,N002533,2491.094
N002474,N002535,2482.61
N002475,N002510,84.744
N002475,N002503,473.249
N002475,N002615,2447.47
N002475,N002563,3976.207
N002475,N002618,719.997
N002476,N002514,1215.891
N002476,N002522,6149.388
N002476,N002497,3080.253
N002476,N002508,1570.962
N002476,N002499,9660.141
N002476,N002537,7254.752
N002476,N002549,2535.171
N002476,N002557,389.889
N002477,N002614,5056.414
N002478,N002587,413.662
N002478,N002590,3380.578
N002478,N002566,1005.247
N002478,N002479,6513.489
N002478,N002483,294.131
N002478,N002529,2832.61
N002479,N002566,4722.209
N002479,N002483,17600.411
N002479,N002518,6445.736
N002479,N002528,1520.772
N002480,N002617,799.68
N002480,N002611,2400.814
N002480,N002581,1419.752
N002480,N002560,4180.727
N002480,N002658,4102.941
N002480,N002598,1491.162
N002481,N002565,2040.59
N002481,N002503,2689.057
N002481,N002554,177.436
N002481,N002649,6157.608
N002481,N002546,3907.612
N002481,N002600,1919.003
N002481,N002647,5951.424
N002482,N002519,3024.341
N002482,N002598,1566.578
N002482,N002561,5233.928
N002482,N002604,1675.932
N002482,N002621,6974.438
N002482,N002663,1387.513
N002482,N002592,3235.767
N002483,N002636,5575.252
N002483,N002529,1993.773
N002483,N002491,977.793
N002484,N002533,2163.612
N002484,N002535,2855.343
N002484,N002589,9470.655
N002484,N002668,1337.934
N002484,N002650,2715.455
N002484,N002539,10874.753
N002485,N002547,4409.276
N002485,N002608,5040.125
N002485,N002556,7218.057
N002485,N002637,3999.24
N002485,N002657,1997.897
N002485,N002616,2604.287
N002486,N002641,1533.532
N002486,N002497,1154.201
N002486,N002575,4460.401
N002486,N002508,5274.501
N002487,N002576,869.062
N002487,N002495,4800.915
N002487,N002648,7550.225
N002487,N002574,4036.563
N002488,N002507,227.85
N002488,N002633,3725.941
N002488,N002501,7388.031
N002488,N002489,8463.758
N002488,N002660,2298.505
N002488,N002493,1179.346
N002489,N002633,2694.463
N002489,N002549,298.297
N002489,N002567,1771.241
N002490,N002530,3902.458
N002490,N002654,4593.047
N002490,N002525,6640.412
N002490,N002544,2469.336
N002491,N002636,5228.453
N002491,N002529,4837.574
N002492,N002525,2276.369
N002492,N002544,2352.564
N002492,N002534,2826.646
N002492,N002548,5314.472
N002493,N002660,3831.489
N002493,N002609,7276.556
N002493,N002567,6302.884
N002493,N002584,3275.241
N002494,N002567,873.009
N002494,N002612,15997.581
N002494,N002584,6537.189
N002494,N002627,2687.057
N002494,N002545,2852.587
N002494,N002523,2680.176
N002495,N002576,2292.729
N002495,N002655,9637.739
N002495,N002574,5758.648
N002496,N002926,1270.383
N002496,N003125,4791.072
N002496,N002513,5077.845
N002496,N002641,440.918
N002497,N002667,480.183
N002497,N002593,4237.289
N002497,N002641,1840.005
N002497,N002522,6555.679
N002497,N002508,3918.887
N002498,N002542,3575.989
N002499,N002514,3119.242
N002499,N002608,3188.516
N002499,N002613,5930.253
N002499,N002583,727.061
N002500,N002640,9777.494
N002500,N002629,4878.385
N002500,N002599,7693.924
N002500,N002505,3605.717
N002500,N002606,383.355
N002501,N002896,84.734
N002501,N002644,6352.259
N002501,N002507,1874.448
N002501,N002620,7655.742
N002501,N002601,4721.159
N002501,N002660,8060.296
N002502,N002528,1204.444
N002502,N002628,686.745
N002502,N002662,8403.806
N002502,N002621,3190.251
N002502,N002624,3313.715
N002503,N002635,3883.272
N002503,N002615,1761.524
N002504,N002609,749.853
N002504,N002607,4421.659
N002504,N002611,2333.361
N002504,N002625,2528.66
N002504,N002581,3394.826
N002505,N002599,3803.866
N002505,N002606,2824.788
N002505,N002555,4211.963
N002505,N002551,888.165
N002506,N002994,3596.881
N002506,N002952,5319.286
N002506,N002573,1832.076
N002506,N002515,2999.592
N002506,N002587,6622.011
N002506,N002596,5398.71
N002506,N002660,1320.84
N002507,N002956,441.775
N002507,N003043,2198.648
N002507,N002511,3790.032
N002507,N002620,3001.168
N002507,N002633,2978.806
N002508,N002575,2671.775
N002508,N002549,2096.51
N002509,N002549,6879.255
N002509,N002557,1500.782
N002509,N002651,551.445
N002509,N002569,3116.253
N002509,N002612,1088.08
N002509,N002638,169.48
N002510,N002610,1458.819
N002510,N002605,3823.155
N002510,N002670,5712.738
N002510,N002615,2471.786
N002510,N002653,2370.842
N002510,N002563,2123.776
N002510,N002646,1245.58
N002511,N003102,1664.227
N002511,N003043,3184.744
N002511,N002575,1383.499
N002511,N002512,3395.937
N002511,N002570,1407.809
N002511,N002633,254.208
N002512,N002575,3481.536
N002512,N002527,1530.154
N002512,N002570,2108.482
N002513,N002926,1216.8
N002513,N002543,2630.203
N002513,N002630,2749.854
N002513,N002593,2148.686
N002513,N002641,2066.021
N002514,N002547,1663.779
N002514,N002522,9474.013
N002514,N002608,5052.176
N002515,N002994,94.59
N002515,N002601,3413.147
N002515,N002660,6927.281
N002516,N002603,3910.749
N002516,N002576,1245.677
N002516,N002655,4284.982
N002517,N002550,4320.471
N002517,N002546,4716.184
N002517,N002591,3900.338
N002517,N002600,3487.709
N002518,N003143,1973.089
N002518,N002566,5674.049
N002518,N002654,2989.404
N002518,N002528,7301.632
N002519,N002560,8268.257
N002519,N002586,4631.754
N002519,N002628,7778.476
N002519,N002561,5142.865
N002519,N002621,6238.09
N002520,N002554,2195.07
N002520,N002623,1639.981
N002520,N002647,3184.131
N002521,N002571,1751.27
N002521,N002594,5249.489
N002521,N002543,2629.879
N002521,N002667,2063.226
N002521,N002522,42.723
N002522,N002594,122.592
N002522,N002667,7320.294
N002522,N002547,1686.609
N002523,N002569,1124.754
N002523,N002612,2288.337
N002523,N002638,3766.089
N002523,N002545,4389.529
N002523,N002603,3602.121
N002523,N002576,6042.121
N002523,N002640,4631.807
N002524,N002610,5360.268
N002524,N002589,2472.467
N002524,N002670,2539.49
N002524,N002653,4944.13
N002524,N002650,5254.204
N002525,N002880,1045.033
N002525,N002530,3214.741
N002525,N002579,846.412
N002525,N002526,7232.631
N002525,N002544,1254.378
N002525,N002534,4834.99
N002526,N002579,5203.927
N002526,N002884,2004.975
N002526,N002752,3248.27
N002526,N002534,2033.803
N002527,N002575,4807.393
N002527,N002570,2626.09
N002527,N002549,1645.38
N002528,N002654,2796.353
N002528,N002544,689.138
N002528,N002548,3584.119
N002528,N002662,2878.634
N002529,N002636,8694.041
N002529,N002617,4444.585
N002529,N002560,3299.983
N002530,N002880,4644.956
N002531,N002548,1585.464
N002531,N002662,2085.459
N002531,N002564,2945.184
N002532,N002562,1373.131
N002532,N002772,2448.112
N002532,N002668,7394.891
N002532,N002539,2317.542
N002532,N002597,3605.733
N002532,N002758,1135.627
N002532,N002639,6338.37
N002532,N002757,6187.005
N002533,N002645,6127.213
N002533,N002572,1453.476
N002533,N002535,9828.534
N002533,N002589,2636.853
N002534,N002752,3861.921
N002535,N002562,1020.492
N002535,N002536,2904.371
N002535,N002668,4518.691
N002536,N002562,3027.042
N002536,N002668,3128.225
N002537,N002557,1516.255
N002537,N002651,2101.119
N002538,N002658,2667.513
N002538,N002598,4743.339
N002538,N002666,1154.123
N002539,N002668,1785.472
N002539,N002650,136.616
N002539,N002585,3463.615
N002539,N002597,8435.439
N002540,N002559,2560.394
N002540,N003005,2061.91
N002541,N002940,39.437
N002541,N003005,2927.888
N002541,N003064,2170.102
N002541,N002634,1948.846
N002541,N002571,2775.861
N002541,N002594,1549.756
N002542,N002631,2758.343
N002543,N002926,126.753
N002543,N002571,1736.957
N002543,N002595,4494.886
N002543,N002630,2156.284
N002543,N002667,5375.06
N002544,N002654,2497.791
N002545,N002627,2478.771
N002546,N002552,253.809
N002546,N002649,2074.673
N002546,N002600,1329.553
N002547,N002594,5114.203
N002547,N002632,3271.643
N002547,N002608,4421.729
N002547,N002637,3403.589
N002548,N002580,1365.889
N002548,N002662,4941.765
N002549,N002575,4644.197
N002549,N002570,1920.648
N002549,N002633,1279.468
N002549,N002557,5104.925
N002549,N002558,10102.039
N002549,N002567,2484.529
N002549,N002612,2683.816
N002550,N002555,2283.049
N002550,N002552,940.064
N002550,N002551,6992.465
N002550,N002664,2639.8
N002550,N002578,3027.245
N002550,N002591,1542.963
N002551,N002599,1230.785
N002551,N002553,2370.68
N002551,N002555,5257.811
N002552,N002652,5840.674
N002552,N002606,7728.516
N002552,N002578,1369.733
N002552,N002649,5720.81
N002553,N002599,3253.135
N002553,N002664,5043.624
N002554,N002623,1225.752
N002554,N002647,326.997
N002555,N002606,871.623
N002555,N002578,3609.603
N002556,N002637,6664.327
N002556,N002616,1355.818
N002557,N002651,5356.049
N002558,N002567,4943.636
N002558,N002612,2264.834
N002559,N003081,2977.9
N002559,N002665,4959.604
N002559,N003005,5238.543
N002560,N002617,10893.803
N002560,N002598,4001.931
N002560,N002561,609.804
N002561,N002598,5076.34
N002562,N002772,5872.819
N002562,N002668,2183.992
N002563,N002646,3412.83
N002563,N002618,1078.304
N002564,N002662,3397.524
N002564,N002624,2287.134
N002564,N002645,2726.318
N002564,N002572,4247.469
N002565,N002619,2906.539
N002565,N002652,4085.695
N002565,N002649,3392.963
N002566,N003143,3484.444
N002567,N002612,629.954
N002567,N002584,620.01
N002568,N002653,4745.051
N002568,N002646,1744.761
N002568,N002661,1845.451
N002568,N002582,3089.292
N002569,N002612,5264.274
N002569,N002638,6222.711
N002570,N002633,6350.757
N002571,N002634,3044.62
N002571,N002595,5182.485
N002571,N002594,7230.591
N002572,N002621,2552.952
N002572,N002624,6192.445
N002572,N002645,4098.636
N002572,N002589,7139.092
N002573,N003054,3615.551
N002573,N003047,3073.284
N002573,N003114,1375.028
N002573,N002952,2026.961
N002573,N002587,1290.323
N002575,N003119,1175.109
N002575,N002641,4835.556
N002575,N003102,1201.6
N002576,N002603,845.276
N002576,N002655,299.215
N002576,N002640,5124.061
N002576,N002648,1581.872
