source,target,kozos_hatar_m
N000330,N000413,7631.28
N000330,N000374,2840.196
N000331,N000344,5144.169
N000331,N000397,12466.067
N000331,N000334,14028.564
N000331,N002355,893.636
N000331,N000384,6608.032
N000331,N000381,19762.763
N000332,N002363,10661.571
N000332,N000397,18571.497
N000332,N002423,1874.858
N000333,N000393,1702.251
N000333,N000344,13074.646
N000333,N000384,11272.046
N000334,N000397,7453.758
N000334,N002423,2555.025
N000334,N002355,6445.932
N000334,N000381,416.706
N000334,N002371,5094.333
N000335,N000375,2574.772
N000335,N000376,7722.366
N000335,N001827,3908.111
N000336,N000379,6673.463
N000336,N000353,5840.026
N000336,N000393,3675.303
N000337,N002376,5100.029
N000337,N000355,12214.707
N000337,N000412,8607.481
N000337,N000343,2392.626
N000337,N002424,2063.831
N000338,N000340,3545.37
N000338,N000398,4156.481
N000338,N000360,13394.235
N000339,N000352,6454.581
N000339,N000373,7123.073
N000339,N003834,2766.162
N000340,N000395,9772.899
N000340,N000351,15054.861
N000340,N000398,21337.115
N000340,N000394,1643.106
N000341,N000415,7808.752
N000342,N000390,2454.448
N000342,N000363,10084.204
N000342,N000904,2825.648
N000342,N000869,896.881
N000342,N000862,6754.661
N000343,N000412,2868.129
N000343,N000386,6414.172
N000344,N000361,3590.738
N000344,N000384,7131.865
N000344,N000381,4002.037
N000344,N000349,7031.618
N000345,N000364,9183.213
N000345,N000407,6507.118
N000345,N000365,14922.815
N000346,N000362,1457.818
N000346,N000394,6276.749
N000346,N002405,2053.937
N000346,N002358,4382.03
N000347,N000387,4324.956
N000347,N000352,7592.598
N000347,N003834,7633.304
N000347,N003809,3826.397
N000349,N000358,4940.072
N000349,N000381,8109.154
N000349,N000355,7150.597
N000349,N000399,2429.69
N000349,N000388,13642.935
N000350,N000364,12258.303
N000350,N000392,3542.304
N000350,N000358,12331.01
N000350,N000396,3393.487
N000351,N000389,4194.261
N000351,N000387,7320.448
N000351,N000395,2999.698
N000352,N000387,3355.419
N000352,N003834,3918.562
N000353,N000406,5366.452
N000353,N000380,12464.339
N000353,N000366,1023.859
N000353,N000371,11124.174
N000353,N000361,15993.289
N000354,N000365,5922.938
N000354,N000861,6844.586
N000354,N000401,2071.244
N000354,N000391,6596.787
N000354,N000382,4719.514
N000354,N000363,2408.827
N000355,N000381,2311.784
N000355,N000412,9585.881
N000355,N000399,8513.526
N000356,N000396,2431.492
N000356,N000362,6526.31
N000356,N000389,11850.666
N000356,N000387,1902.327
N000357,N000378,7698.373
N000358,N000396,10080.904
N000358,N000362,8443.104
N000358,N000399,5381.991
N000358,N000388,4884.029
N000359,N000411,11593.04
N000359,N000854,5508.768
N000359,N000892,4381.696
N000359,N000366,6362.457
N000360,N000398,2625.593
N000360,N003814,1149.114
N000360,N003820,7269.607
N000360,N003826,1526.808
N000360,N000368,3780.371
N000360,N000370,6857.983
N000360,N000376,5102.798
N000361,N000371,94.585
N000361,N000364,5239.509
N000362,N000396,14355.295
N000362,N000404,8960.423
N000362,N000389,42.717
N000363,N000390,840.07
N000363,N000391,21336.549
N000363,N000373,5126.127
N000363,N000408,11919.309
N000363,N000416,8878.931
N000363,N000385,6378.823
N000363,N000862,1409.847
N000364,N000371,18614.727
N000364,N000392,9868.684
N000364,N000407,5733.25
N000364,N000417,8891.903
N000364,N000365,918.847
N000365,N000894,2112.76
N000365,N000906,7272.326
N000365,N000407,2152.432
N000365,N000417,19371.009
N000365,N000367,2639.385
N000365,N000861,3676.573
N000365,N000401,14942.385
N000366,N000411,5173.778
N000366,N000380,8121.147
N000366,N000371,6045.381
N000367,N000856,3577.689
N000367,N000861,9689.977
N000368,N000398,13279.437
N000368,N000374,8281.689
N000368,N000370,8957.217
N000368,N001826,3159.207
N000368,N000372,3296.174
N000369,N000378,2632.605
N000370,N000375,7310.076
N000370,N000376,1671.581
N000370,N001826,6268.463
N000372,N000374,8123.668
N000372,N001700,5115.023
N000372,N001826,9072.802
N000372,N001709,8755.911
N000373,N000416,8137.306
N000374,N000398,10518.898
N000374,N000400,7606.057
N000374,N000405,13475.743
N000374,N001715,494.94
N000374,N001689,8606.773
N000374,N001700,3989.15
N000375,N000376,8140.972
N000375,N001826,4349.25
N000375,N001827,3756.171
N000376,N003805,5454.735
N000376,N001773,9742.025
N000376,N003826,11907.923
N000376,N001827,3715.987
N000376,N001799,6929.112
N000376,N001703,5882.988
N000377,N000408,4796.516
N000377,N000385,3370.996
N000377,N000402,8654.512
N000377,N000410,9371.118
N000377,N000409,6691.367
N000379,N000406,5771.886
N000380,N000406,5361.067
N000380,N000411,11270.61
N000382,N000401,7857.693
N000384,N000393,2184.904
N000384,N000397,21436.33
N000385,N000408,5898.114
N000385,N000416,2397.313
N000385,N003816,5967.117
N000385,N000402,6501.708
N000386,N002424,3663.29
N000386,N002405,4071.981
N000387,N000389,7339.164
N000388,N000399,14521.051
N000389,N000404,4065.214
N000390,N000875,3278.142
N000390,N000861,1897.285
N000390,N000895,6240.061
N000390,N000391,9028.668
N000390,N000904,5599.025
N000391,N000861,3218.026
N000392,N000407,4761.592
N000392,N000396,5797.329
N000393,N000397,535.297
N000394,N000398,3690.375
N000394,N002358,3414.557
N000394,N002367,10012.484
N000394,N000413,12975.436
N000396,N000407,5665.581
N000397,N002423,3510.149
N000398,N000413,8703.771
N000399,N000414,8497.305
N000399,N000412,3481.171
N000400,N000932,6854.479
N000400,N000984,1081.206
N000400,N000405,15423.302
N000401,N000407,4824.586
N000402,N003816,5949.269
N000402,N001754,9218.799
N000402,N001773,7564.297
N000402,N000409,4594.354
N000403,N002350,5034.354
N000405,N000984,3121.65
N000405,N001764,4694.256
N000405,N001715,11419.444
N000408,N000862,11342.597
N000408,N001465,14996.673
N000408,N000410,4508.902
N000409,N001754,6673.895
N000409,N000410,2306.752
N000409,N001461,3915.444
N000409,N001459,4301.79
N000409,N001442,13391.091
N000409,N001460,4348.339
N000409,N001743,6022.102
N000410,N001465,5718.0
N000410,N001461,4532.132
N000412,N002424,3012.803
N000416,N003834,7953.373
N000416,N003810,1719.29
N000416,N003831,5592.467
N000416,N003816,5941.629
N000417,N000894,4848.694
N000418,N000460,4886.028
N000418,N000473,8927.507
N000418,N000465,4805.888
N000419,N000468,11679.952
N000419,N000469,4399.967
N000419,N000434,7575.254
N000419,N000453,1113.268
N000419,N000463,4460.181
N000419,N000460,4305.618
N000420,N000421,15593.086
N000420,N000433,6528.219
N000420,N000485,7521.247
N000420,N000424,6607.851
N000420,N000471,7228.866
N000420,N000466,7656.957
N000421,N000428,2209.138
N000421,N000486,12555.957
N000421,N000488,7132.547
N000421,N000482,5746.121
N000421,N000443,14712.025
N000421,N000433,6132.021
N000421,N000452,2416.558
N000421,N000471,9526.726
N000421,N000445,3266.397
N000422,N000881,6584.348
N000422,N000873,7444.581
N000422,N000487,21769.812
N000422,N000447,8578.847
N000422,N000902,2892.054
N000423,N000901,5719.906
N000423,N000483,16387.262
N000423,N001443,13029.526
N000423,N001437,2443.446
N000423,N001439,4252.912
N000424,N000485,6945.046
N000424,N000491,12561.934
N000424,N000455,11845.785
N000424,N000466,4613.123
N000425,N000441,4045.636
N000425,N000492,2356.667
N000425,N001239,5845.779
N000425,N001244,455.7
N000425,N000456,8118.399
N000425,N001241,4222.402
N000426,N001264,11484.734
N000426,N001259,2655.19
N000426,N000436,7448.721
N000426,N000449,10096.718
N000426,N001430,250.95
N000426,N001426,6950.546
N000427,N000446,8610.037
N000427,N000474,9959.665
N000427,N000867,3104.075
N000427,N000483,13315.402
N000428,N000429,508.417
N000428,N000464,5655.616
N000428,N000479,383.277
N000428,N000440,3995.962
N000428,N000486,7273.26
N000428,N000488,7072.892
N000429,N000448,3654.659
N000429,N000472,3948.014
N000429,N000478,9092.682
N000429,N000464,6639.345
N000429,N000440,6156.528
N000430,N000455,1665.296
N000430,N000466,9585.423
N000430,N000457,12285.349
N000430,N000442,15295.815
N000431,N000476,13190.651
N000431,N000440,7980.818
N000431,N000486,4341.239
N000431,N000452,3603.495
N000431,N000454,4480.861
N000431,N000474,3476.801
N000432,N000455,12240.178
N000432,N000484,18173.538
N000432,N000442,17954.753
N000432,N000436,15117.567
N000432,N000449,4551.859
N000432,N001473,5965.24
N000433,N000443,3764.318
N000433,N000480,12518.595
N000433,N000485,7423.179
N000434,N000453,9102.079
N000434,N000450,6523.833
N000435,N000453,2814.025
N000435,N000463,153.045
N000435,N000450,3816.959
N000435,N000460,8393.42
N000435,N000473,5803.025
N000436,N000449,4521.946
N000436,N001430,9466.983
N000436,N001473,7083.648
N000437,N000461,9190.016
N000437,N000473,821.683
N000437,N000451,8216.342
N000437,N000443,8261.605
N000438,N000484,19036.949
N000438,N001213,4959.814
N000438,N001214,9251.519
N000438,N001251,4711.457
N000438,N001209,6601.775
N000438,N001262,3376.767
N000438,N000449,4397.489
N000439,N000476,11807.791
N000439,N000853,4099.593
N000439,N000474,12189.21
N000439,N000867,8895.762
N000440,N000476,3541.914
N000440,N000478,2822.834
N000440,N000486,4520.067
N000441,N000467,10242.281
N000441,N000492,10290.785
N000442,N000455,2986.268
N000442,N000444,5577.675
N000442,N000477,6796.585
N000442,N000466,1236.117
N000442,N000483,5390.518
N000442,N001439,19699.184
N000442,N001473,19214.109
N000443,N000451,8637.886
N000443,N000482,10472.406
N000443,N000480,16889.948
N000444,N000454,9209.657
N000444,N000445,3726.646
N000444,N000477,5021.17
N000444,N000466,5090.47
N000445,N000452,8052.611
N000445,N000454,523.756
N000445,N000471,9019.01
N000445,N000466,9016.906
N000446,N000454,9331.843
N000446,N000477,11269.34
N000446,N000474,669.068
N000446,N000483,3767.066
N000447,N000487,5370.56
N000447,N000902,7956.533
N000447,N000476,15030.335
N000448,N000490,4927.381
N000448,N000469,781.24
N000448,N000487,7380.677
N000448,N000472,10180.476
N000448,N000478,4070.077
N000449,N000484,6851.025
N000449,N001264,1826.89
N000449,N001262,341.278
N000450,N000453,1354.437
N000450,N000461,5740.72
N000450,N000473,5929.303
N000451,N000473,6736.43
N000451,N000465,6560.775
N000451,N000488,1072.442
N000451,N000482,1777.988
N000452,N000486,7635.488
N000452,N000454,12212.94
N000453,N000463,7798.945
N000454,N000476,3411.216
N000454,N000477,2683.363
N000454,N000474,3599.808
N000455,N000491,2014.407
N000455,N000484,29000.459
N000455,N000466,14422.098
N000455,N000457,21181.561
N000456,N001241,2630.975
N000456,N001242,3867.178
N000457,N000466,13112.981
N000458,N000475,3383.472
N000458,N000491,7578.476
N000458,N000492,2052.708
N000458,N001239,10321.085
N000459,N000480,9128.47
N000459,N000470,2263.533
N000460,N000469,8279.991
N000460,N000462,5556.781
N000460,N000463,6226.371
N000460,N000473,815.019
N000460,N000465,883.816
N000461,N000473,1916.669
N000462,N000469,7334.635
N000462,N000472,8606.798
N000462,N000464,1060.205
N000462,N000465,4415.604
N000464,N000472,4319.037
N000464,N000479,2922.634
N000464,N000465,5074.308
N000465,N000479,10846.449
N000465,N000473,8298.937
N000465,N000488,1351.862
N000466,N000471,3222.305
N000467,N000489,7897.081
N000467,N000481,8882.979
N000467,N000475,2532.509
N000467,N000492,7744.909
N000468,N000859,2669.681
N000468,N000893,6156.646
N000468,N000851,1834.704
N000468,N000490,18122.236
N000468,N000469,8471.963
N000468,N000487,7093.102
N000469,N000490,9214.215
N000469,N000472,5169.414
N000470,N000480,9806.034
N000470,N000489,5637.909
N000470,N000481,2146.81
N000474,N000476,20747.557
N000474,N000867,3320.515
N000475,N000480,2237.108
N000475,N000481,6468.164
N000475,N000491,14367.307
N000475,N000492,9466.62
N000476,N000902,7851.081
N000476,N000853,7095.921
N000476,N000478,16968.518
N000477,N000483,10504.166
N000478,N000487,4476.772
N000479,N000488,10015.032
N000480,N000485,8962.315
N000480,N000481,20773.916
N000480,N000491,84.745
N000481,N000489,605.427
N000482,N000488,15040.274
N000483,N000901,3978.228
N000483,N000867,3163.078
N000483,N001439,16076.929
N000484,N000491,22382.233
N000484,N001271,5324.822
N000484,N001213,10249.008
N000485,N000491,1007.346
N000487,N000881,7178.422
N000487,N000851,401.741
N000487,N000886,9457.206
N000487,N000490,1348.802
N000491,N001271,44.647
N000491,N001239,996.275
N000492,N001239,15173.658
N000493,N000496,4255.814
N000493,N000771,1423.986
N000493,N000494,3291.351
N000493,N000530,6627.151
N000494,N000496,8488.119
N000494,N000621,782.997
N000494,N000849,6410.0
N000494,N000530,4297.573
N000494,N000531,3143.885
N000494,N000570,1431.979
N000494,N000622,3905.956
N000494,N000692,1019.797
N000495,N000584,1724.053
N000495,N000709,2703.691
N000495,N000497,599.957
N000495,N000594,2079.916
N000495,N000595,951.817
N000495,N000597,2529.129
N000495,N000596,2257.081
N000496,N000603,5530.703
N000496,N000803,11071.661
N000496,N000571,1191.339
N000496,N000723,4388.048
N000496,N000621,1464.49
N000496,N000578,1894.917
N000496,N000771,1641.406
N000497,N000768,3599.783
N000497,N000709,5385.307
N000497,N000515,3072.453
N000497,N000595,1158.992
N000498,N000804,2898.638
N000498,N000847,1974.731
N000498,N000827,643.735
N000498,N000722,3654.948
N000498,N000654,2029.172
N000499,N000674,1618.453
N000499,N000782,1324.307
N000499,N000672,4528.834
N000499,N000773,1694.751
N000499,N000781,4866.08
N000499,N000638,5033.573
N000499,N000598,7782.504
N000499,N000733,1911.94
N000500,N000636,2176.887
N000500,N000793,365.346
N000500,N000647,663.988
N000500,N000828,3218.966
N000500,N000573,2082.745
N000500,N000805,1646.703
N000500,N000642,11386.725
N000500,N000787,775.132
N000500,N000791,3225.127
N000501,N000748,2962.621
N000501,N000665,2094.642
N000501,N000759,1698.937
N000501,N000645,3701.672
N000501,N000522,3622.639
N000502,N000525,2217.31
N000502,N000832,1535.338
N000502,N000644,2348.879
N000502,N000577,2649.57
N000502,N000767,3239.711
N000503,N000830,861.847
N000503,N000772,6374.545
N000503,N000684,8449.999
N000503,N000786,2711.831
N000503,N000513,1037.974
N000504,N000515,4155.274
N000504,N000595,2423.112
N000504,N000576,1776.879
N000504,N000579,3429.794
N000504,N000551,1649.985
N000505,N000765,2215.053
N000505,N000767,11466.45
N000505,N000693,10482.347
N000505,N000582,3308.528
N000506,N000729,4016.829
N000506,N000770,864.977
N000506,N000565,4455.036
N000506,N000650,3998.203
N000506,N000848,2199.221
N000506,N000844,4868.086
N000506,N000731,3707.64
N000507,N000795,2339.255
N000507,N000781,3417.144
N000507,N000583,3608.943
N000507,N000792,1999.678
N000507,N000834,1190.024
N000508,N000786,4497.149
N000508,N000761,3023.701
N000508,N000513,4095.136
N000508,N000532,2372.171
N000508,N000649,1113.98
N000508,N000634,6295.968
N000508,N000609,1486.688
N000509,N000750,4054.048
N000509,N000756,3579.18
N000509,N003866,3227.418
N000509,N000625,3368.167
N000509,N000623,5189.116
N000509,N000585,4850.239
N000510,N000517,1228.203
N000510,N000531,7720.025
N000510,N000622,687.091
N000510,N000666,2293.498
N000510,N000842,5123.318
N000510,N000587,3104.456
N000511,N001378,5918.092
N000511,N001372,289.659
N000511,N000536,3326.905
N000511,N000641,17765.768
N000511,N000554,6738.568
N000511,N000564,585.466
N000511,N000537,13041.012
N000511,N000717,8213.952
N000512,N000585,4467.15
N000512,N003879,950.852
N000512,N003876,2983.48
N000512,N000713,3300.378
N000512,N000789,1804.172
N000512,N000755,5938.996
N000512,N000786,1353.665
N000513,N000684,5774.237
N000513,N000786,7325.247
N000513,N000784,1493.877
N000513,N000608,4486.288
N000513,N000649,3120.434
N000514,N001273,1028.319
N000514,N001268,9500.866
N000514,N000809,10347.809
N000514,N000811,4806.517
N000514,N000689,1287.462
N000514,N000686,6841.387
N000515,N000768,1092.404
N000515,N000523,4432.315
N000515,N000574,3720.283
N000515,N000595,94.899
N000515,N000576,3162.976
N000516,N000567,4273.216
N000516,N000559,2933.756
N000516,N000674,5617.598
N000516,N000782,494.032
N000516,N000672,326.469
N000517,N000571,5240.229
N000517,N000771,2534.68
N000517,N000530,1848.863
N000517,N000572,6278.345
N000517,N000531,1880.448
N000517,N000694,7548.64
N000517,N000587,1465.255
N000518,N000563,6086.965
N000518,N000829,4476.825
N000518,N000645,5230.466
N000518,N000699,8150.383
N000518,N000752,790.658
N000518,N000762,3668.867
N000519,N000757,3235.334
N000519,N000753,203.397
N000519,N000770,5210.721
N000520,N000822,587.236
N000520,N000825,3038.376
N000520,N000826,4454.649
N000520,N000539,1731.305
N000520,N000632,2734.769
N000521,N000726,4871.156
N000521,N000799,12807.986
N000521,N000675,9328.49
N000521,N000785,9509.263
N000521,N000696,3347.623
N000521,N000684,1703.829
N000522,N000759,4964.303
N000522,N000645,3082.801
N000522,N000698,5998.878
N000523,N000588,1521.529
N000523,N000562,4339.817
N000523,N000768,1955.794
N000523,N000574,971.276
N000524,N000716,2722.942
N000524,N000745,7017.384
N000524,N000750,817.083
N000524,N000813,790.54
N000524,N000543,9365.882
N000525,N000810,6428.742
N000525,N000832,10648.26
N000525,N000643,516.997
N000525,N000644,8289.858
N000525,N000765,358.909
N000526,N000819,5502.578
N000526,N000800,5775.407
N000526,N000691,1162.021
N000526,N002301,2839.107
N000526,N000843,3855.487
N000526,N000527,12539.465
N000526,N000681,5281.117
N000527,N000843,2115.667
N000527,N000778,10990.581
N000527,N000681,2188.047
N000527,N000779,567.227
N000527,N000712,2323.498
N000527,N000571,1094.744
N000528,N000764,10581.62
N000528,N000820,169.496
N000528,N000765,13149.658
N000528,N000664,2562.565
N000529,N000688,1804.163
N000529,N000801,5786.85
N000529,N000790,6512.48
N000529,N000553,2841.135
N000529,N001358,4141.481
N000529,N000552,3388.628
N000530,N000771,1391.568
N000530,N000531,9819.023
N000531,N000622,6384.513
N000532,N000743,7175.574
N000532,N000761,2783.439
N000532,N000759,3613.45
N000532,N000758,5982.081
N000532,N000846,7014.07
N000532,N000711,2564.442
N000532,N000609,1508.685
N000533,N000829,3183.316
N000533,N000752,2375.677
N000533,N000766,4582.926
N000533,N000717,781.404
N000533,N000655,2632.008
N000534,N000835,3474.498
N000534,N000763,5644.626
N000534,N000611,7855.588
N000534,N000657,4266.092
N000535,N001366,7485.623
N000535,N000706,2856.207
N000535,N000568,4711.381
N000535,N000783,4197.338
N000536,N001288,5106.956
N000536,N001372,5701.118
N000536,N001286,3880.736
N000536,N000641,7986.325
N000537,N000564,1996.515
N000537,N000661,2560.711
N000537,N000610,8047.755
N000537,N000717,2611.194
N000538,N000759,3798.379
N000538,N000846,5473.145
N000538,N000711,923.391
N000538,N000567,6080.695
N000539,N000663,2473.969
N000539,N000824,1448.348
N000539,N000825,2356.889
N000539,N000632,3250.29
N000540,N000725,1397.023
N000540,N000680,5328.735
N000540,N000791,2513.341
N000540,N000541,2220.517
N000540,N000825,5009.88
N000541,N000791,6757.85
